id,question,answer,image_source,category,response
7813,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",no,COCO_val2014_000000188958,random,no
7814,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000188958,random,yes
7815,"Which is true? There is no vase in the image. Or, yes, there is a vase in the image.",no,COCO_val2014_000000188958,random,yes
7816,"Which is true? There is no skis in the image. Or, yes, there is a skis in the image.",yes,COCO_val2014_000000188958,random,no
7817,"Which is true? There is no couch in the image. Or, yes, there is a couch in the image.",no,COCO_val2014_000000188958,random,no
7818,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",yes,COCO_val2014_000000436127,random,yes
7819,"Which is true? There is no knife in the image. Or, yes, there is a knife in the image.",no,COCO_val2014_000000436127,random,yes
7820,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000436127,random,yes
7821,"Which is true? There is no wine glass in the image. Or, yes, there is a wine glass in the image.",no,COCO_val2014_000000436127,random,yes
7822,"Which is true? There is no horse in the image. Or, yes, there is a horse in the image.",yes,COCO_val2014_000000436127,random,yes
7823,"Which is true? There is no elephant in the image. Or, yes, there is a elephant in the image.",no,COCO_val2014_000000436127,random,no
7824,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000198397,random,yes
7825,"Which is true? There is no potted plant in the image. Or, yes, there is a potted plant in the image.",no,COCO_val2014_000000198397,random,no
7826,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000198397,random,yes
7827,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000198397,random,no
7828,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",yes,COCO_val2014_000000198397,random,no
7829,"Which is true? There is no apple in the image. Or, yes, there is a apple in the image.",no,COCO_val2014_000000198397,random,no
7830,"Which is true? There is no oven in the image. Or, yes, there is a oven in the image.",yes,COCO_val2014_000000349936,random,no
7831,"Which is true? There is no kite in the image. Or, yes, there is a kite in the image.",no,COCO_val2014_000000349936,random,yes
7832,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000349936,random,yes
7833,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",no,COCO_val2014_000000349936,random,no
7834,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000349936,random,yes
7835,"Which is true? There is no giraffe in the image. Or, yes, there is a giraffe in the image.",no,COCO_val2014_000000349936,random,yes
7836,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000333756,random,yes
7837,"Which is true? There is no bus in the image. Or, yes, there is a bus in the image.",no,COCO_val2014_000000333756,random,no
7838,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",yes,COCO_val2014_000000333756,random,no
7839,"Which is true? There is no refrigerator in the image. Or, yes, there is a refrigerator in the image.",no,COCO_val2014_000000333756,random,yes
7840,"Which is true? There is no tennis racket in the image. Or, yes, there is a tennis racket in the image.",yes,COCO_val2014_000000333756,random,yes
7841,"Which is true? There is no tv in the image. Or, yes, there is a tv in the image.",no,COCO_val2014_000000333756,random,yes
7842,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000474741,random,yes
7843,"Which is true? There is no carrot in the image. Or, yes, there is a carrot in the image.",no,COCO_val2014_000000474741,random,yes
7844,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",yes,COCO_val2014_000000474741,random,yes
7845,"Which is true? There is no donut in the image. Or, yes, there is a donut in the image.",no,COCO_val2014_000000474741,random,yes
7846,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000474741,random,yes
7847,"Which is true? There is no baseball glove in the image. Or, yes, there is a baseball glove in the image.",no,COCO_val2014_000000474741,random,yes
7848,"Which is true? There is no keyboard in the image. Or, yes, there is a keyboard in the image.",yes,COCO_val2014_000000286342,random,no
7849,"Which is true? There is no tennis racket in the image. Or, yes, there is a tennis racket in the image.",no,COCO_val2014_000000286342,random,no
7850,"Which is true? There is no mouse in the image. Or, yes, there is a mouse in the image.",yes,COCO_val2014_000000286342,random,yes
7851,"Which is true? There is no bird in the image. Or, yes, there is a bird in the image.",no,COCO_val2014_000000286342,random,no
7852,"Which is true? There is no laptop in the image. Or, yes, there is a laptop in the image.",yes,COCO_val2014_000000286342,random,no
7853,"Which is true? There is no baseball bat in the image. Or, yes, there is a baseball bat in the image.",no,COCO_val2014_000000286342,random,no
7854,"Which is true? There is no tv in the image. Or, yes, there is a tv in the image.",yes,COCO_val2014_000000093948,random,yes
7855,"Which is true? There is no parking meter in the image. Or, yes, there is a parking meter in the image.",no,COCO_val2014_000000093948,random,no
7856,"Which is true? There is no mouse in the image. Or, yes, there is a mouse in the image.",yes,COCO_val2014_000000093948,random,yes
7857,"Which is true? There is no zebra in the image. Or, yes, there is a zebra in the image.",no,COCO_val2014_000000093948,random,yes
7858,"Which is true? There is no laptop in the image. Or, yes, there is a laptop in the image.",yes,COCO_val2014_000000093948,random,yes
7859,"Which is true? There is no cell phone in the image. Or, yes, there is a cell phone in the image.",no,COCO_val2014_000000093948,random,yes
7860,"Which is true? There is no wine glass in the image. Or, yes, there is a wine glass in the image.",yes,COCO_val2014_000000405740,random,yes
7861,"Which is true? There is no book in the image. Or, yes, there is a book in the image.",no,COCO_val2014_000000405740,random,no
7862,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000405740,random,yes
7863,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",no,COCO_val2014_000000405740,random,no
7864,"Which is true? There is no laptop in the image. Or, yes, there is a laptop in the image.",yes,COCO_val2014_000000405740,random,yes
7865,"Which is true? There is no skis in the image. Or, yes, there is a skis in the image.",no,COCO_val2014_000000405740,random,no
7866,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000304387,random,yes
7867,"Which is true? There is no broccoli in the image. Or, yes, there is a broccoli in the image.",no,COCO_val2014_000000304387,random,no
7868,"Which is true? There is no surfboard in the image. Or, yes, there is a surfboard in the image.",yes,COCO_val2014_000000304387,random,yes
7869,"Which is true? There is no cell phone in the image. Or, yes, there is a cell phone in the image.",no,COCO_val2014_000000304387,random,no
7870,"Which is true? There is no kite in the image. Or, yes, there is a kite in the image.",yes,COCO_val2014_000000304387,random,yes
7871,"Which is true? There is no microwave in the image. Or, yes, there is a microwave in the image.",no,COCO_val2014_000000304387,random,no
7872,"Which is true? There is no sink in the image. Or, yes, there is a sink in the image.",yes,COCO_val2014_000000147165,random,yes
7873,"Which is true? There is no toaster in the image. Or, yes, there is a toaster in the image.",no,COCO_val2014_000000147165,random,no
7874,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000147165,random,yes
7875,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000147165,random,yes
7876,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",yes,COCO_val2014_000000147165,random,yes
7877,"Which is true? There is no skateboard in the image. Or, yes, there is a skateboard in the image.",no,COCO_val2014_000000147165,random,yes
7878,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000495311,random,yes
7879,"Which is true? There is no wine glass in the image. Or, yes, there is a wine glass in the image.",no,COCO_val2014_000000495311,random,yes
7880,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000495311,random,yes
7881,"Which is true? There is no cake in the image. Or, yes, there is a cake in the image.",no,COCO_val2014_000000495311,random,no
7882,"Which is true? There is no airplane in the image. Or, yes, there is a airplane in the image.",yes,COCO_val2014_000000495311,random,yes
7883,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",no,COCO_val2014_000000495311,random,yes
7884,"Which is true? There is no banana in the image. Or, yes, there is a banana in the image.",yes,COCO_val2014_000000312406,random,yes
7885,"Which is true? There is no snowboard in the image. Or, yes, there is a snowboard in the image.",no,COCO_val2014_000000312406,random,yes
7886,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000312406,random,yes
7887,"Which is true? There is no stop sign in the image. Or, yes, there is a stop sign in the image.",no,COCO_val2014_000000312406,random,yes
7888,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",yes,COCO_val2014_000000312406,random,yes
